# Mol_Title	ID	SMILES
ZINC00003015	DUD_ace_D_1	CC(NC(=O)c1ccccc1SC(=O)NC(C)(C)C)C(N)=O
ZINC03448912	DUD_ace_D_920	CCCc1cc(=O)nc(SCC(=O)NC(=O)NCc2ccco2)[nH]1
ZINC03448912	DUD_ace_D_921	CCCc1cc(O)nc(SCC(=O)NC(=O)NCc2ccco2)n1
ZINC03449532	DUD_ace_D_922	CC(C)N(Cc1ccccc1)C(=O)CSc1nc(N)cc(=O)[nH]1
ZINC03449532	DUD_ace_D_923	CC(C)N(Cc1ccccc1)C(=O)CSc1nc(N)cc(O)n1
ZINC03450297	DUD_ace_D_924	C=CCNC(=O)COC(=O)c1cc(Cl)c(N)cc1OC
ZINC03450882	DUD_ace_D_925	CC(OC(=O)CCCc1nc2ccccc2s1)C(N)=O
ZINC03450885	DUD_ace_D_926	CC(OC(=O)CCCc1nc2ccccc2s1)C(N)=O
ZINC03452861	DUD_ace_D_927	CSc1ccc(C=CC(=O)N2CCC(C(N)=O)CC2)cc1
ZINC03454060	DUD_ace_D_928	CC(C)CN1C(=O)C(=O)N(CC(=O)NCc2ccc(F)cc2)C1=O
ZINC03454225	DUD_ace_D_929	CC(C)CN1C(=O)C(=O)N(CC(=O)NCc2cccs2)C1=O
ZINC03456282	DUD_ace_D_930	CCCn1c(O)nnc1SCC(=O)NC(=O)NCc1ccco1
ZINC03457689	DUD_ace_D_931	CC(C)Cn1c(SC(C)C(N)=O)nnc1-c1ccccc1F
ZINC03463755	DUD_ace_D_932	COc1cc(N)c(Cl)cc1C(=O)OCC(=O)NCc1ccco1
ZINC03470145	DUD_ace_D_933	CCOc1ccccc1Nc1nnc(SC(C)C(N)=O)s1
ZINC03470148	DUD_ace_D_934	CCOc1ccccc1Nc1nnc(SC(C)C(N)=O)s1
ZINC03477368	DUD_ace_D_935	CCCCCCn1c(SCC(N)=O)nc2ccccc2c1=O
ZINC03477515	DUD_ace_D_936	CCCCn1c(SCC(N)=O)nc2ccccc2c1=O
ZINC03478287	DUD_ace_D_937	CCOCCCn1c(SCC(N)=O)nc2ccccc2c1=O
ZINC03481489	DUD_ace_D_938	CC(C)C(NC(=O)c1ccccc1Br)C(=O)OCC(=O)NC(N)=O
ZINC03481504	DUD_ace_D_939	CC(C)C(NC(=O)c1ccccc1Br)C(=O)OCC(N)=O
ZINC03481506	DUD_ace_D_940	CC(C)C(NC(=O)c1ccccc1Br)C(=O)OCC(N)=O
ZINC03486226	DUD_ace_D_941	CC(C)CC1NC(=O)N(CC(=O)NCc2ccc(F)cc2)C1=O
ZINC03488011	DUD_ace_D_942	CC(NC(=O)COC(=O)C1=CCC(=O)NN1)c1ccc(F)cc1
ZINC03488013	DUD_ace_D_943	CC(NC(=O)COC(=O)C1=CCC(=O)NN1)c1ccc(F)cc1
ZINC03488851	DUD_ace_D_944	CSCCC(NC(=O)c1cccc(C)c1)C(=O)OCC(N)=O
ZINC03488853	DUD_ace_D_945	CSCCC(NC(=O)c1cccc(C)c1)C(=O)OCC(N)=O
ZINC03490946	DUD_ace_D_946	CC(NC(=O)Cc1ccsc1)c1ccc(S(N)(=O)=O)cc1
ZINC03491040	DUD_ace_D_947	CN(Cc1ccc(F)cc1)C(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03491485	DUD_ace_D_948	COc1ccc(CCNC(=O)CSc2ccccc2C(=O)[O-])cc1OC
ZINC03492753	DUD_ace_D_949	CCCCn1c(SC(C)C(N)=O)nc2ccccc2c1=O
ZINC03492754	DUD_ace_D_950	CCCCn1c(SC(C)C(N)=O)nc2ccccc2c1=O
ZINC03494077	DUD_ace_D_951	COCCn1c(SC(C)C(N)=O)nc2cc(Cl)ccc2c1=O
ZINC03494153	DUD_ace_D_952	COCCn1c(SC(C)C(N)=O)nnc1-c1ccc(Cl)cc1
ZINC03494155	DUD_ace_D_953	COCCn1c(SC(C)C(N)=O)nnc1-c1ccc(Cl)cc1
ZINC03494166	DUD_ace_D_954	COCCn1c(SCC(N)=O)nnc1-c1ccc(Cl)cc1
ZINC03494822	DUD_ace_D_955	COc1ccc(-c2nnc(SCC(N)=O)n2CC(C)C)cc1
ZINC03504676	DUD_ace_D_956	CC(C)NC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504678	DUD_ace_D_957	CC(C)NC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504685	DUD_ace_D_958	CCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504687	DUD_ace_D_959	CCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504689	DUD_ace_D_960	C=CCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504690	DUD_ace_D_961	C=CCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504695	DUD_ace_D_962	CC(C)CNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504697	DUD_ace_D_963	CC(C)CNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504701	DUD_ace_D_964	CCCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504703	DUD_ace_D_965	CCCNC(=O)COC(=O)CC1Sc2ccccc2NC1=O
ZINC03504915	DUD_ace_D_966	O=C(COC(=O)CC1Sc2ccccc2NC1=O)NC1CC1
ZINC03504916	DUD_ace_D_967	O=C(COC(=O)CC1Sc2ccccc2NC1=O)NC1CC1
ZINC03506641	DUD_ace_D_968	COc1cc(NC(=O)c2cccs2)c(C(=O)OCC(N)=O)cc1OC
ZINC03510300	DUD_ace_D_969	CC(C(=O)NCc1ccc2c(c1)OCO2)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510301	DUD_ace_D_970	CC(C(=O)NCc1ccc2c(c1)OCO2)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510308	DUD_ace_D_971	CC(C)CCNC(=O)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510312	DUD_ace_D_972	C=CCNC(=O)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510315	DUD_ace_D_973	CCNC(=O)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510326	DUD_ace_D_974	CC(C(=O)NC1CCCC1)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03510328	DUD_ace_D_975	CC(C(=O)NC1CCCC1)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03513201	DUD_ace_D_976	CC(Sc1nnc(N)s1)C(=O)NCc1ccc2c(c1)OCO2
ZINC03517943	DUD_ace_D_977	CC(C)(C)NC(=O)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03519268	DUD_ace_D_978	COCCNC(=O)CSc1nnc(-c2c[nH]c3ccccc32)o1
ZINC03519777	DUD_ace_D_979	O=C([O-])c1nn(CC(=O)NCC2CCCCC2)c(=O)c2ccccc21
ZINC03520337	DUD_ace_D_980	Cc1nn(Cc2ccccc2Cl)c(C)c1C(=O)OCC(N)=O
ZINC03520635	DUD_ace_D_981	CCNC(=O)NC(=O)C(C)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03520636	DUD_ace_D_982	CCNC(=O)NC(=O)C(C)n1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03522964	DUD_ace_D_983	CCC(C)n1c(SC(C)C(=O)NC(N)=O)nc2ccccc2c1=O
ZINC03522966	DUD_ace_D_984	CCC(C)n1c(SC(C)C(=O)NC(N)=O)nc2ccccc2c1=O
ZINC03524474	DUD_ace_D_985	CC(C)CNC(=O)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03527945	DUD_ace_D_986	COCCn1c(SCC(N)=O)nnc1-c1ccccc1
ZINC03528892	DUD_ace_D_987	CC(C)CCn1c(SCC(N)=O)nc2cc(Cl)ccc2c1=O
ZINC03529837	DUD_ace_D_988	CN(Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)C(=O)CSCC(=O)[O-]
ZINC03534593	DUD_ace_D_989	CCCn1c(O)nnc1SCC(=O)NCc1cccs1
ZINC03534935	DUD_ace_D_990	NC(=O)CSc1nc2ccccc2c(=O)n1CCC1=CCCCC1
ZINC03534993	DUD_ace_D_991	C=CCn1c(COc2ccc(F)cc2)nnc1SCC(N)=O
ZINC03535061	DUD_ace_D_992	CC(C)C(C)(C#N)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03535062	DUD_ace_D_993	CC(C)C(C)(C#N)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03535340	DUD_ace_D_994	CC(C)C(C)(C#N)NC(=O)COC(=O)c1ccc(Cl)c(N)c1
ZINC03567250	DUD_ace_D_995	C=CCNc1nc(C(=O)OCC(=O)NC(=O)NCC)cs1
ZINC03567925	DUD_ace_D_996	C=CCNC(=O)COC(=O)c1csc(NCC=C)n1
ZINC03569500	DUD_ace_D_997	COCCn1c(SC(C)C(=O)NC(N)=O)nnc1-c1ccccc1
ZINC03571578	DUD_ace_D_998	CC(C)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571579	DUD_ace_D_999	CCC(C)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571580	DUD_ace_D_1000	CCC(C)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571581	DUD_ace_D_1001	CCCCNC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571582	DUD_ace_D_1002	CC(C)CCNC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571584	DUD_ace_D_1003	C=CCNC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571585	DUD_ace_D_1004	CC(C)CNC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571586	DUD_ace_D_1005	CCC(CC)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571587	DUD_ace_D_1006	CCCC(C)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571588	DUD_ace_D_1007	CCCC(C)NC(=O)Cn1nc(C(=O)[O-])c2ccccc2c1=O
ZINC03571592	DUD_ace_D_1008	O=C([O-])c1nn(CC(=O)NCc2cccs2)c(=O)c2ccccc21
ZINC03572770	DUD_ace_D_1009	COCC(C)n1c(SCC(=O)NC(N)=O)nc2ccccc2c1=O
ZINC03575724	DUD_ace_D_1010	CC(C)N(Cc1ccccc1)C(=O)CSc1nnc(N)s1
ZINC03581080	DUD_ace_D_1011	CC1=CSC(C(NC(=O)Cc2cccs2)C(=O)[O-])N=C1C(=O)[O-]
ZINC03593230	DUD_ace_D_1012	CN(C)c1ccc(C=NC(CC(N)=O)C(=O)[O-])cc1
ZINC03597090	DUD_ace_D_1013	CC(C)CC1NC(=O)N(CC(=O)NCc2cccs2)C1=O
ZINC03597092	DUD_ace_D_1014	CC(C)CC1NC(=O)N(CC(=O)NCc2cccs2)C1=O
ZINC03601775	DUD_ace_D_1015	COc1ccc(CCNC(=O)CSc2nnc(N)s2)cc1
ZINC03606247	DUD_ace_D_1016	CC(C)CC(C[S-])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-]
ZINC03610269	DUD_ace_D_1017	CC(=O)NC(C(=O)[O-])C(C)(C)SSc1ccccc1C(=O)[O-]
ZINC03617392	DUD_ace_D_1018	CCN(CC)C(=O)C(O)(CCC(=O)[O-])c1ccccc1
ZINC03618737	DUD_ace_D_1019	O=C([O-])c1nn(CC(=O)NC2CC2)c(=O)c2ccccc21
ZINC03618741	DUD_ace_D_1020	O=C([O-])c1nn(CC(=O)NC2CCCCCCC2)c(=O)c2ccccc21
ZINC03621838	DUD_ace_D_1021	CC1(C)SC2C(NC(=O)c3ccccc3)C(=O)N2C1C(=O)[O-]
ZINC03623416	DUD_ace_D_1022	CC(=O)NC(CSC(=O)C(C)(C)Oc1ccc(Cl)cc1)CC(=O)[O-]
ZINC03625255	DUD_ace_D_1023	CC(C)CCN(Cc1ccccc1)C(=O)CC(=O)C(=O)[O-]
ZINC03625271	DUD_ace_D_1024	CC(C)CN(Cc1ccc2ccccc2c1)C(=O)CC(=O)C(=O)[O-]
ZINC03625276	DUD_ace_D_1025	CC(C)(C)CN(Cc1ccc2ccccc2c1)C(=O)CC(=O)C(=O)[O-]
ZINC03625278	DUD_ace_D_1026	CC(C)=CCN(Cc1ccc2ccccc2c1)C(=O)CC(=O)C(=O)[O-]
ZINC03625279	DUD_ace_D_1027	O=C([O-])C(=O)CC(=O)N(Cc1ccc2ccccc2c1)CC1CCCCC1
ZINC03625369	DUD_ace_D_1028	O=C([O-])C(=O)CC(=O)N(CCCc1ccccc1)C1CCCCC1
ZINC03625378	DUD_ace_D_1029	CC(C)(C)CN(CCCc1ccccc1)C(=O)CC(=O)C(=O)[O-]
ZINC03625380	DUD_ace_D_1030	CCCN(CCCc1ccccc1)C(=O)CC(=O)C(=O)[O-]
ZINC03625385	DUD_ace_D_1031	CC(C)N(CCCc1ccccc1)C(=O)CC(=O)C(=O)[O-]
ZINC03629246	DUD_ace_D_1032	CC(C)Oc1ccc(C(CC(=O)[O-])NC(=O)CSc2nc[nH]n2)cc1
ZINC03629248	DUD_ace_D_1033	CC(C)Oc1ccc(C(CC(=O)[O-])NC(=O)CSc2nc[nH]n2)cc1
ZINC03633329	DUD_ace_D_1034	CC(C)(C)C(=O)Sc1cccc(C(=O)NCCC(N)=O)c1
ZINC03634123	DUD_ace_D_1035	O=C([O-])C1C2C=CC(O2)C1C(=O)N1CCC(Cc2ccccc2)CC1
ZINC03638001	DUD_ace_D_1036	CCN(CC)C(=O)C(CC(=O)[O-])NC(=O)c1ccccc1
ZINC03641801	DUD_ace_D_1037	COc1ccc(C(C)N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1
ZINC03646028	DUD_ace_D_1038	CC(=O)NC(CSc1c2ccccc2cn1C(C(=O)[O-])C(C)C)C(=O)[O-]
ZINC03649527	DUD_ace_D_1039	CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
ZINC03649734	DUD_ace_D_1040	Cc1ccc(CN(Cc2ccc(F)cc2)C(=O)CC(=O)C(=O)[O-])cc1
ZINC03650469	DUD_ace_D_1041	CC(=O)NC(CSC(C)=O)C(=O)Nc1ccc(O)cc1
ZINC03654029	DUD_ace_D_1042	Cc1ccc(CN(Cc2ccc(C)cc2)C(=O)CC(=O)C(=O)[O-])cc1
ZINC03654035	DUD_ace_D_1043	CN(CCOc1ccc(Cl)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654099	DUD_ace_D_1044	CN(Cc1ccccc1OCc1ccc(F)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654103	DUD_ace_D_1045	CN(CCC(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654108	DUD_ace_D_1046	CN(C(=O)CC(=O)C(=O)[O-])C(Cc1ccc(F)cc1)c1ccc(F)cc1
ZINC03654119	DUD_ace_D_1047	O=C([O-])C(=O)CC(=O)N(Cc1ccco1)Cc1ccc(F)cc1
ZINC03654128	DUD_ace_D_1048	CN(Cc1cccc(Oc2ccccc2)c1)C(=O)CC(=O)C(=O)[O-]
ZINC03654129	DUD_ace_D_1049	CN(Cc1cccc(-c2ccc(F)cc2)c1)C(=O)CC(=O)C(=O)[O-]
ZINC03654149	DUD_ace_D_1050	O=C([O-])C(=O)CC(=O)N(CCCc1ccccc1F)Cc1ccc(F)cc1
ZINC03654155	DUD_ace_D_1051	O=C([O-])C(=O)CC(=O)N(CCOc1ccccc1)Cc1ccc(F)cc1
ZINC03654158	DUD_ace_D_1052	O=C([O-])C(=O)CC(=O)N(CCOc1ccc(F)cc1)Cc1ccc(F)cc1
ZINC03654164	DUD_ace_D_1053	O=C([O-])C(=O)CC(=O)N(CCCc1ccccc1)Cc1ccc(F)cc1
ZINC03654167	DUD_ace_D_1054	COCCN(Cc1ccc(F)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654178	DUD_ace_D_1055	COc1ccc(CN(Cc2ccc(F)cc2)C(=O)CC(=O)C(=O)[O-])c(OC)c1
ZINC03654194	DUD_ace_D_1056	CC(C)(C)N(Cc1ccc(F)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654201	DUD_ace_D_1057	CC(c1ccccc1)N(Cc1ccc(F)cc1)C(=O)CC(=O)C(=O)[O-]
ZINC03654230	DUD_ace_D_1058	COc1ccc(C(c2ccc(OC)cc2)N(C)C(=O)CC(=O)C(=O)[O-])cc1
ZINC03654232	DUD_ace_D_1059	CN(C(=O)CC(=O)C(=O)[O-])C(c1ccc(F)cc1)c1ccc(F)cc1
ZINC03660288	DUD_ace_D_1060	COCCNC(=O)Cc1c2ccccc2n(C)c1C(=O)[O-]
ZINC03667163	DUD_ace_D_1061	COc1ccc(CCNC(=O)C2C3C=CC(C3)C2C(=O)[O-])cc1OC
ZINC03764905	DUD_ace_D_1062	CC(=O)NC(CSN=Nc1ccc(C)cc1)C(=O)[O-]
ZINC03764907	DUD_ace_D_1063	CC(=O)NC(CSN=Nc1ccc(C)cc1)C(=O)[O-]
ZINC03764928	DUD_ace_D_1064	CC(=O)NC(CSN=Nc1ccccc1)C(=O)[O-]
ZINC03777089	DUD_ace_D_1065	CN(C)C(=O)Cc1c(-c2ccc(C(=O)[O-])cc2)nc2ccc(CO)cn21
ZINC03777089	DUD_ace_D_1066	CN(C)C(=O)Cc1c(-c2ccc(C(=O)[O-])cc2)[nH+]c2ccc(CO)cn21
ZINC03780182	DUD_ace_D_1067	CC(SC1(C)Oc2ccccc2C(=O)O1)C(=O)NCC(=O)[O-]
ZINC03784466	DUD_ace_D_1068	Cc1ccccc1CC(CS)C(=O)NCC(O)C(=O)[O-]
ZINC03797173	DUD_ace_D_1069	CCCCc1ncc(CC(=O)NCC(=O)[O-])n1Cc1ccccc1Cl
ZINC03797173	DUD_ace_D_1070	CCCCc1[nH+]cc(CC(=O)NCC(=O)[O-])n1Cc1ccccc1Cl
ZINC03797848	DUD_ace_D_1071	O=C([O-])C(O)CNC(=O)Cc1ccccc1CS
ZINC03799348	DUD_ace_D_1072	CCP(=O)([O-])OC(Cc1ccccc1)C(=O)NCCC(=O)[O-]
ZINC03800276	DUD_ace_D_1073	CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC(C(N)=O)c3ccccn3)CC12
ZINC03800812	DUD_ace_D_1074	O=C([O-])C1CSCN1C(=O)C1CCCN1C(=O)OCc1ccccc1
ZINC03800819	DUD_ace_D_1075	O=C([O-])C1CCN1C(=O)C1CCCN1C(=O)OCc1ccccc1
ZINC03805457	DUD_ace_D_1076	CCCCC(S)C(=O)NC1CCc2ccccc2N(CC(=O)[O-])C1=O
ZINC03805458	DUD_ace_D_1077	CC(C)CC(S)C(=O)NC1CCc2ccccc2N(CC(=O)[O-])C1=O
ZINC03811359	DUD_ace_D_1078	CCC(C)C(S)C(=O)NC1CSc2ccccc2N(CC(=O)[O-])C1=O
ZINC03811730	DUD_ace_D_1079	Cn1c(=O)cc(-c2ccccc2)nc1CNC(=O)CCC(=O)[O-]
ZINC03816734	DUD_ace_D_1080	CC=CCN(C(CC(C)C)C(N)=O)S(=O)(=O)c1ccc(Cl)cc1
ZINC03817939	DUD_ace_D_1081	O=C(CCCCCC1CCc2cc(Cl)ccc2C1=O)NO
ZINC03817940	DUD_ace_D_1082	CC1(CCCCCC(=O)NO)CCc2ccccc2C1=O
ZINC03817951	DUD_ace_D_1083	CC1(CCCCCC(=O)NO)CCc2ccc(Cl)cc2C1=O
ZINC03818134	DUD_ace_D_1084	O=C(CCCCCCC(=O)Nc1cccc(Br)c1)NO
ZINC03818465	DUD_ace_D_1085	CC(C)C(CS)C(=O)NC(Cc1ccc(-c2cc[nH]n2)cc1)C(=O)[O-]
ZINC03818467	DUD_ace_D_1086	CC(C)C(CS)C(=O)NC(Cc1ccc(-c2cncnc2)cc1)C(=O)[O-]
ZINC03818471	DUD_ace_D_1087	CC(C)C(CS)C(=O)NC(Cc1ccc(-c2cn[nH]c2)cc1)C(=O)[O-]
ZINC03819121	DUD_ace_D_1088	NC(=O)C(CO)N1CCc2cc(OCc3ccc(F)cc3)ccc2C1=O
ZINC03821274	DUD_ace_D_1089	CC(C(=O)[O-])N1C=CCCC(NC(=O)C(S)Cc2ccccc2)C1=O
ZINC03821275	DUD_ace_D_1090	O=C([O-])CN1C=CCCC(NC(=O)C(S)Cc2ccccc2)C1=O
ZINC03821276	DUD_ace_D_1091	CC(C)C(C(=O)[O-])N1C=CCCC(NC(=O)C(S)Cc2ccccc2)C1=O
ZINC03821380	DUD_ace_D_1092	CC1(C)C(C(=O)[O-])N(C(=O)C(CS)Cc2ccccc2)CS1=O
ZINC03824882	DUD_ace_D_1093	CCC1=C(CC(N)=O)c2c(cccc2OCC(=O)[O-])C1Cc1ccccc1
ZINC03830507	DUD_ace_D_1094	CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
ZINC03839554	DUD_ace_D_1095	O=C([O-])C1CC(OCc2ccc(F)cc2)CN1C(=O)C1CCC1
ZINC03839558	DUD_ace_D_1096	CSCC(=O)N1CC(OCc2ccc(F)cc2)CC1C(=O)[O-]
ZINC03839582	DUD_ace_D_1097	O=C([O-])C1C(SCc2ccco2)CCN1C(=O)C1CCC1
ZINC03839585	DUD_ace_D_1098	COCC(=O)N1CCC(SCc2ccc(F)cc2)C1C(=O)[O-]
ZINC03848781	DUD_ace_D_1099	Cc1nnc(SCC(=O)NCCc2ccccc2)nc1O
ZINC03850487	DUD_ace_D_1100	CCC(C)C(NC(=O)NCc1ccccn1)C(=O)[O-]
ZINC03850532	DUD_ace_D_1101	CC(C)C(NC(=O)NCCCn1ccnc1)C(=O)[O-]
ZINC03850532	DUD_ace_D_1102	CC(C)C(NC(=O)NCCCn1cc[nH+]c1)C(=O)[O-]
ZINC03850710	DUD_ace_D_1103	CCC(C)C(NC(=O)NCc1cccnc1)C(=O)[O-]
ZINC03850929	DUD_ace_D_1104	COc1ccc2nc(C)cc(SCC(NC(C)=O)C(=O)[O-])c2c1
ZINC03850931	DUD_ace_D_1105	COc1ccc2nc(C)cc(SCC(NC(C)=O)C(=O)[O-])c2c1
ZINC03851137	DUD_ace_D_1106	O=C([O-])C1CCCCC1C(=O)NCCCn1ccnc1
ZINC03851137	DUD_ace_D_1107	O=C([O-])C1CCCCC1C(=O)NCCCn1cc[nH+]c1
ZINC03851139	DUD_ace_D_1108	O=C([O-])C1CCCCC1C(=O)NCCCn1ccnc1
ZINC03851139	DUD_ace_D_1109	O=C([O-])C1CCCCC1C(=O)NCCCn1cc[nH+]c1
ZINC03851140	DUD_ace_D_1110	O=C([O-])C1CCCCC1C(=O)NCCCn1ccnc1
ZINC03851140	DUD_ace_D_1111	O=C([O-])C1CCCCC1C(=O)NCCCn1cc[nH+]c1
ZINC03851142	DUD_ace_D_1112	O=C([O-])C1CCCCC1C(=O)NCCCn1ccnc1
ZINC03851142	DUD_ace_D_1113	O=C([O-])C1CCCCC1C(=O)NCCCn1cc[nH+]c1
ZINC03851145	DUD_ace_D_1114	O=C([O-])C1C2CCC(C2)C1C(=O)NCCCn1ccnc1
ZINC03851145	DUD_ace_D_1115	O=C([O-])C1C2CCC(C2)C1C(=O)NCCCn1cc[nH+]c1
ZINC03851223	DUD_ace_D_1116	NC(=O)CC(C(=O)[O-])N1C(=O)C(=Cc2ccccc2)SC1=S
ZINC03851227	DUD_ace_D_1117	NC(=O)CC(C(=O)[O-])N1C(=O)C(=Cc2ccccc2)SC1=S
ZINC03851395	DUD_ace_D_1118	Cc1ccc2[nH]c(=NC(=O)CCC(=O)NCCO)sc2c1
ZINC03851546	DUD_ace_D_1119	COCCn1c2ccccc2nc1SCC(=O)NC(N)=O
ZINC03851594	DUD_ace_D_1120	COCCn1c2ccccc2nc1SC(C)C(=O)NC(N)=O
ZINC03851594	DUD_ace_D_1121	COCCn1c2ccccc2[nH+]c1SC(C)C(=O)NC(N)=O
ZINC03851595	DUD_ace_D_1122	COCCn1c2ccccc2nc1SC(C)C(=O)NC(N)=O
ZINC03851595	DUD_ace_D_1123	COCCn1c2ccccc2[nH+]c1SC(C)C(=O)NC(N)=O
ZINC03851683	DUD_ace_D_1124	Cc1ccc2[nH]c(SCC(=O)N3CCC(C(=O)[O-])CC3)nc2c1
ZINC03851683	DUD_ace_D_1125	Cc1ccc2[nH]c(SCC(=O)N3CCC(C(=O)[O-])CC3)[nH+]c2c1
ZINC03851692	DUD_ace_D_1126	CCOC(=O)C=c1sc(=Cc2cccs2)c(=O)n1CC(N)=O
ZINC03851694	DUD_ace_D_1127	CCOC(=O)C=c1sc(=Cc2cccs2)c(=O)n1CC(N)=O
ZINC03851699	DUD_ace_D_1128	CCOC(=O)C=c1sc(=Cc2cccs2)c(=O)n1CC(N)=O
ZINC03852455	DUD_ace_D_1129	O=C([O-])CNC(=O)CN1C(=O)SC(=Cc2ccc(F)cc2)C1=O
ZINC03852458	DUD_ace_D_1130	O=C([O-])CNC(=O)CN1C(=O)SC(=Cc2ccc(F)cc2)C1=O
ZINC03853001	DUD_ace_D_1131	CC(C)CN1C(=O)C(=Cc2cccs2)N=C1SCC(N)=O
ZINC03853002	DUD_ace_D_1132	NC(=O)CSC1=NC(=Cc2cccs2)C(=O)N1C1CCCCC1
ZINC03853003	DUD_ace_D_1133	NC(=O)CSC1=NC(=Cc2cccs2)C(=O)N1C1CCCCC1
ZINC03853004	DUD_ace_D_1134	Cc1ccc(C=C2N=C(SCC(N)=O)N(CC(C)C)C2=O)s1
ZINC03853771	DUD_ace_D_1135	Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)NCCCn1ccnc1
ZINC03853771	DUD_ace_D_1136	Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)NCCCn1cc[nH+]c1
ZINC03854222	DUD_ace_D_1137	NC(=O)COc1ccc(C=c2sc3n(c2=O)CCCN=3)cc1
ZINC03854223	DUD_ace_D_1138	NC(=O)COc1ccc(C=c2sc3n(c2=O)CCCN=3)cc1
ZINC03854529	DUD_ace_D_1139	C#CCN1C(=O)SC(=Cc2ccc(OCC(N)=O)cc2)C1=O
ZINC03855700	DUD_ace_D_1140	CCc1nc(SCC(=O)NCc2ccco2)[nH]c(=O)c1C
ZINC03855700	DUD_ace_D_1141	CCc1nc(SCC(=O)NCc2ccco2)nc(O)c1C
ZINC03855700	DUD_ace_D_1142	CCc1nc(SCC(=O)NCc2ccco2)nc(O)c1C
ZINC03856104	DUD_ace_D_1143	CCOC(=O)c1nc[nH]c1SCC(NC(C)=O)C(=O)[O-]
ZINC03856104	DUD_ace_D_1144	CCOC(=O)c1[nH+]c[nH]c1SCC(NC(C)=O)C(=O)[O-]
ZINC03856150	DUD_ace_D_1145	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCc1ccncc1
ZINC03856168	DUD_ace_D_1146	Cc1cc(=O)[nH]c(SCC(=O)NCc2ccc3c(c2)OCO3)n1
ZINC03856195	DUD_ace_D_1147	O=C([O-])CC(NC(=O)Cc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2
ZINC03856206	DUD_ace_D_1148	C=C(C)CC1N(Cc2ccc(OC)cc2)C(=O)C2C(C(=O)[O-])C3C=CC12O3
ZINC03856253	DUD_ace_D_1149	O=C([O-])CCC(=O)N1CCC(c2nc3ccccc3s2)CC1
ZINC03856375	DUD_ace_D_1150	CC(C)C(NC(=O)COc1ccccc1[N+](=O)[O-])C(=O)[O-]
